"","setname","pvalue","estimate","exp","BH"
"56","GOBP_ACTIVATION_OF_MAPKKK_ACTIVITY",1,0,"Down",1
"57","GOBP_ACTIVATION_OF_MAPKK_ACTIVITY",0.53799182811393,1.37959328689681,"UP",1
"58","GOBP_ACTIVATION_OF_MAPKK_ACTIVITY",1,1.00227941918195,"Down",1
"59","GOBP_ACTIVATION_OF_MAPK_ACTIVITY",0.589144000204697,1.18733832178144,"UP",1
"60","GOBP_ACTIVATION_OF_MAPK_ACTIVITY",0.589144000204697,1.18733832178144,"Down",1
"61","GOBP_INACTIVATION_OF_MAPK_ACTIVITY",0.668792154226993,1.29762145856187,"UP",1
"62","GOBP_INACTIVATION_OF_MAPK_ACTIVITY",0.398271647200731,0,"Down",0.977967551589931
"63","GOBP_PROTEIN_POLYUBIQUITINATION",0.0111089238056768,0.439935957339194,"UP",0.127605381966392
"64","GOBP_PROTEIN_POLYUBIQUITINATION",0.00381528774902626,0.388881841239389,"Down",0.062361276321564
"65","GOBP_MEIOTIC_SPINDLE_ORGANIZATION",1,0,"UP",1
"66","GOBP_MEIOTIC_SPINDLE_ORGANIZATION",1,0,"Down",1
"67","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.852456347842604,0.945042646826033,"UP",1
"68","GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION",0.0770743225455727,0.679850198947308,"Down",0.451581027895033
"69","GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",1,0,"UP",1
"70","GOBP_SPLICEOSOMAL_TRI_SNRNP_COMPLEX_ASSEMBLY",1,0,"Down",1
"71","GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",0.0706460241182354,0,"UP",0.424417972623004
"72","GOBP_SPLICEOSOMAL_COMPLEX_ASSEMBLY",0.365314724058131,0.305574296973274,"Down",0.972040719906963
"73","GOBP_MITOCHONDRIAL_FISSION",0.758746549384593,1.06715789825412,"UP",1
"74","GOBP_MITOCHONDRIAL_FISSION",0.525144275451732,1.47181976185475,"Down",1
"75","GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",1,0,"UP",1
"76","GOBP_PEPTIDOGLYCAN_METABOLIC_PROCESS",1,0,"Down",1
"77","GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.611995266030892,1.19934581486648,"UP",1
"78","GOBP_POLYSACCHARIDE_BIOSYNTHETIC_PROCESS",0.797659810077307,0.6881747481685,"Down",1
"79","GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.413036174042337,0,"UP",0.98338727151581
"80","GOBP_POLYSACCHARIDE_CATABOLIC_PROCESS",0.413036174042337,0,"Down",0.98338727151581
"81","GOBP_MITOTIC_CELL_CYCLE",0.0230612499315143,0.701461047916005,"UP",0.21018121282855
"82","GOBP_MITOTIC_CELL_CYCLE",0.0328978409608263,0.71890486617899,"Down",0.264970408723382
"83","GOBP_MITOTIC_CYTOKINESIS",0.618405228311402,1.17372347026634,"UP",1
"84","GOBP_MITOTIC_CYTOKINESIS",0.799031388392718,0.674068682238505,"Down",1
"85","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.087767786987866,0.196085167240966,"UP",0.476533924232172
"86","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_DEPENDENT_DECAY",0.627343070579148,0.611375557886807,"Down",1
"87","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",0.719979955132276,0.440461895043211,"UP",1
"88","GOBP_NUCLEAR_TRANSCRIBED_MRNA_POLY_A_TAIL_SHORTENING",1,0.918590004447888,"Down",1
"89","GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",1,0,"UP",1
"90","GOBP_DEADENYLATION_DEPENDENT_DECAPPING_OF_NUCLEAR_TRANSCRIBED_MRNA",1,0,"Down",1
"91","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.164302666159446,0,"UP",0.684152768948246
"92","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.72273184809759,0.423483215180155,"Down",1
"93","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.20110254824171,1.36578469266759,"UP",0.761132595705383
"94","GOBP_RESPONSE_TO_REACTIVE_OXYGEN_SPECIES",0.775574984678575,0.868819806102722,"Down",1
"95","GOBP_RESPONSE_TO_OXYGEN_RADICAL",1,0.787284007468811,"UP",1
"96","GOBP_RESPONSE_TO_OXYGEN_RADICAL",0.358216227198184,1.69744888274545,"Down",0.962839076563048
"97","GOBP_PROTEIN_DENEDDYLATION",1,0,"UP",1
"98","GOBP_PROTEIN_DENEDDYLATION",1,0,"Down",1
"99","GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",1,0,"UP",1
"100","GOBP_FORMATION_OF_QUADRUPLE_SL_U4_U5_U6_SNRNP",1,0,"Down",1
"101","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",1.13931340877393e-06,0.0966387535256424,"UP",8.14149364318942e-05
"102","GOBP_RNA_SPLICING_VIA_TRANSESTERIFICATION_REACTIONS",0.00691132376669127,0.399806561437051,"Down",0.0919973985832905
"103","GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.17799543003556,0.249834654904696,"UP",0.710098908541472
"104","GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.17799543003556,0.249834654904696,"Down",0.710098908541472
"105","GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.360979985309782,0.333443904085167,"UP",0.966679428098599
"106","GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME",0.360979985309782,0.333443904085167,"Down",0.966679428098599
"107","GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",0.164212393438286,0,"UP",0.684152768948246
"108","GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY",1,0.918590004447888,"Down",1
"109","GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",1,0,"UP",1
"110","GOBP_MRNA_3_SPLICE_SITE_RECOGNITION",1,0,"Down",1
"111","GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",1,0,"UP",1
"112","GOBP_SPLICEOSOMAL_CONFORMATIONAL_CHANGES_TO_GENERATE_CATALYTIC_CONFORMATION",1,0,"Down",1
"113","GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",1,0,"UP",1
"114","GOBP_RNA_SPLICING_VIA_ENDONUCLEOLYTIC_CLEAVAGE_AND_LIGATION",0.615365386596417,1.10257156222356,"Down",1
"115","GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",1,0,"UP",1
"116","GOBP_MRNA_5_SPLICE_SITE_RECOGNITION",1,0,"Down",1
"117","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.726240941484022,0.407762169938266,"UP",1
"118","GOBP_PROTEIN_PEPTIDYL_PROLYL_ISOMERIZATION",0.165789999155251,0,"Down",0.684152768948246
"119","GOBP_REGULATION_OF_HISTONE_H3_K36_METHYLATION",1,0,"UP",1
"120","GOBP_REGULATION_OF_HISTONE_H3_K36_METHYLATION",1,0,"Down",1
"121","GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.319483967579351,0.431236763258399,"UP",0.941077593827171
"122","GOBP_AUTOPHAGY_OF_MITOCHONDRION",0.623497624227908,0.660526889127528,"Down",1
"123","GOBP_MITOPHAGY",0.391505259990407,0,"UP",0.977967551589931
"124","GOBP_MITOPHAGY",0.391505259990407,0,"Down",0.977967551589931
"125","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"126","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_ITS1_TO_SEPARATE_SSU_RRNA_FROM_5_8S_RRNA_AND_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"127","GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS",1,0,"UP",1
"128","GOBP_ENZYME_DIRECTED_RRNA_PSEUDOURIDINE_SYNTHESIS",0.229325995004154,5.51549970807635,"Down",0.80549519118594
"129","GOBP_MATURATION_OF_5_8S_RRNA",0.263286155879731,0,"UP",0.85642642559441
"130","GOBP_MATURATION_OF_5_8S_RRNA",0.718073032448979,0.458855407800634,"Down",1
"131","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.398271647200731,0,"UP",0.977967551589931
"132","GOBP_MATURATION_OF_SSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.398271647200731,0,"Down",0.977967551589931
"133","GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"134","GOBP_MATURATION_OF_LSU_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"135","GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",0.391505259990407,0,"UP",0.977967551589931
"136","GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0.68874008781909,"Down",1
"137","GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",0.413036174042337,0,"UP",0.98338727151581
"138","GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0.55084217859796,"Down",1
"139","GOBP_MATURATION_OF_LSU_RRNA",0.393761539451126,0,"UP",0.977967551589931
"140","GOBP_MATURATION_OF_LSU_RRNA",0.393761539451126,0,"Down",0.977967551589931
"141","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"UP",1
"142","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING",1,0,"Down",1
"143","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"UP",1
"144","GOBP_ENDONUCLEOLYTIC_CLEAVAGE_IN_5_ETS_OF_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA",1,0,"Down",1
"145","GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",1,0,"UP",1
"146","GOBP_SMALL_NUCLEOLAR_RIBONUCLEOPROTEIN_COMPLEX_ASSEMBLY",1,0,"Down",1
"147","GOBP_BOX_C_D_SNORNP_ASSEMBLY",1,0,"UP",1
"148","GOBP_BOX_C_D_SNORNP_ASSEMBLY",1,0,"Down",1
"149","GOBP_EMBRYONIC_AXIS_SPECIFICATION",1,0.500677096921644,"UP",1
"150","GOBP_EMBRYONIC_AXIS_SPECIFICATION",0.118884560080578,2.3260306364049,"Down",0.573201456108203
"151","GOBP_MEIOTIC_MISMATCH_REPAIR",1,0,"UP",1
"152","GOBP_MEIOTIC_MISMATCH_REPAIR",1,0,"Down",1
"153","GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",1,0,"UP",1
"154","GOBP_RESOLUTION_OF_MEIOTIC_RECOMBINATION_INTERMEDIATES",0.580446220604262,1.22520150489617,"Down",1
"155","GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION",0.618409386055957,0,"UP",1
"156","GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_DAMAGE_RECOGNITION",0.618409386055957,0,"Down",1
"157","GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_DUPLEX_UNWINDING",1,0,"UP",1
"158","GOBP_NUCLEOTIDE_EXCISION_REPAIR_DNA_DUPLEX_UNWINDING",1,0,"Down",1
"159","GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",0.623233151213399,0,"UP",1
"160","GOBP_TELOMERE_MAINTENANCE_VIA_RECOMBINATION",1,0.847925538708144,"Down",1
"161","GOBP_RECOMBINATIONAL_REPAIR",0.00442192638175251,0.116412936696919,"UP",0.0681217493878757
"162","GOBP_RECOMBINATIONAL_REPAIR",0.352095040267658,0.610591237261278,"Down",0.959319058407137
"163","GOBP_NON_RECOMBINATIONAL_REPAIR",0.0634820128403617,0.174187072071189,"UP",0.394048970895095
"164","GOBP_NON_RECOMBINATIONAL_REPAIR",0.171276388435478,0.354373998421456,"Down",0.692931054206783
"165","GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",1,0,"UP",1
"166","GOBP_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION",1,0,"Down",1
"167","GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",0.391505259990407,0,"UP",0.977967551589931
"168","GOBP_DNA_DOUBLE_STRAND_BREAK_PROCESSING",0.163185350301801,2.36647112680994,"Down",0.684152768948246
"169","GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",0.0732531307303651,0,"UP",0.431926247960225
"170","GOBP_DNA_SYNTHESIS_INVOLVED_IN_DNA_REPAIR",1,0.918508265510712,"Down",1
"171","GOBP_DNA_STRAND_RENATURATION",0.455515183637269,1.838183976213,"UP",1
"172","GOBP_DNA_STRAND_RENATURATION",0.455515183637269,1.838183976213,"Down",1
"173","GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.404777188709838,0,"UP",0.977967551589931
"174","GOBP_DNA_CATABOLIC_PROCESS_ENDONUCLEOLYTIC",0.0212709179194599,3.68775381343546,"Down",0.196910688339873
"175","GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",1,0,"UP",1
"176","GOBP_DNA_CATABOLIC_PROCESS_EXONUCLEOLYTIC",0.352209165899379,2.75761033662634,"Down",0.959319058407137
"177","GOBP_SISTER_CHROMATID_SEGREGATION",3.64234581574208e-06,0,"UP",0.000226850198420193
"178","GOBP_SISTER_CHROMATID_SEGREGATION",0.453198269387793,1.23768232007801,"Down",1
"179","GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.0583198481874555,7.3601816762629,"UP",0.370821738428261
"180","GOBP_REGULATION_OF_GLUTAMINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS",0.352209165899379,2.75761033662634,"Down",0.959319058407137
"181","GOBP_CELL_MORPHOGENESIS",7.18184495439315e-15,2.45100839724732,"UP",3.17968379002545e-12
"182","GOBP_CELL_MORPHOGENESIS",0.000680349067608952,0.564159171665063,"Down",0.0172083351783639
"183","GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",3.99218190113367e-11,2.42353214739328,"UP",8.93459083499872e-09
"184","GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION",0.00274635150527364,0.547386818384283,"Down",0.0482071139451405
"185","GOBP_CYTOKINESIS",0.603874620794106,0.733119599507962,"UP",1
"186","GOBP_CYTOKINESIS",0.167941144610988,0.512782792870505,"Down",0.684152768948246
"187","GOBP_ASSEMBLY_OF_ACTOMYOSIN_APPARATUS_INVOLVED_IN_CYTOKINESIS",1,0,"UP",1
"188","GOBP_ASSEMBLY_OF_ACTOMYOSIN_APPARATUS_INVOLVED_IN_CYTOKINESIS",0.352209165899379,2.75761033662634,"Down",0.959319058407137
"189","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.000666202373046644,0.091746365264512,"UP",0.0168961531632445
"190","GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS",0.0451775335070586,0.377703819251404,"Down",0.323518160128254
"191","GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"UP",1
"192","GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",0.406101914160662,2.20599688822561,"Down",0.977967551589931
"193","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",0.0755376275553036,0,"UP",0.443470545630243
"194","GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS",0.0446930010127812,2.34767639539828,"Down",0.320838089046987
"195","GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",1,0,"UP",1
"196","GOBP_REGULATION_OF_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS",0.352209165899379,2.75761033662634,"Down",0.959319058407137
"197","GOBP_MITOCHONDRIAL_RNA_PROCESSING",0.618409386055957,0,"UP",1
"198","GOBP_MITOCHONDRIAL_RNA_PROCESSING",1,0.918671577688341,"Down",1
"199","GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",1,0,"UP",1
"200","GOBP_MITOCHONDRIAL_RNA_3_END_PROCESSING",1,0,"Down",1
"201","GOBP_RNA_5_END_PROCESSING",0.63806096781019,0,"UP",1
"202","GOBP_RNA_5_END_PROCESSING",0.63806096781019,0,"Down",1
"203","GOBP_RRNA_5_END_PROCESSING",1,0,"UP",1
"204","GOBP_RRNA_5_END_PROCESSING",1,0,"Down",1
"205","GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",1,0,"UP",1
"206","GOBP_TRANSCRIPTION_DEPENDENT_TETHERING_OF_RNA_POLYMERASE_II_GENE_DNA_AT_NUCLEAR_PERIPHERY",1,0,"Down",1
"207","GOBP_RESPONSE_TO_ACID_CHEMICAL",7.62687076232021e-05,3.12034100161161,"UP",0.00303376660049636
"208","GOBP_RESPONSE_TO_ACID_CHEMICAL",0.246101235012638,0.529478045786375,"Down",0.848501397031892
"209","GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"UP",1
"210","GOBP_RNA_POLYMERASE_I_PREINITIATION_COMPLEX_ASSEMBLY",1,0,"Down",1
"211","GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",1,0,"UP",1
"212","GOBP_FORMATION_OF_EXTRACHROMOSOMAL_CIRCULAR_DNA",0.615365386596417,1.10257156222356,"Down",1
"213","GOBP_SKELETAL_SYSTEM_DEVELOPMENT",1.32892959283062e-16,3.42649080148012,"UP",7.51805002433011e-14
"214","GOBP_SKELETAL_SYSTEM_DEVELOPMENT",0.006759660850605,0.502983329798634,"Down",0.0908694738504432
"215","GOBP_OSSIFICATION",1.58019053098171e-16,3.75655179199145,"UP",8.69788117674959e-14
"216","GOBP_OSSIFICATION",0.078332535777707,0.623171491721522,"Down",0.457430568760199
"217","GOBP_NEUROTRANSMITTER_UPTAKE",0.0674310815416985,2.94761621400873,"UP",0.410715284941369
"218","GOBP_NEUROTRANSMITTER_UPTAKE",0.398271647200731,0,"Down",0.977967551589931
"219","GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.388912599929034,1.31363039821298,"UP",0.977967551589931
"220","GOBP_REGULATION_OF_NEUROTRANSMITTER_LEVELS",0.605398662437454,1.19105283341552,"Down",1
"221","GOBP_ACTION_POTENTIAL",0.201672319712928,1.55530382106847,"UP",0.762863756180069
"222","GOBP_ACTION_POTENTIAL",0.130384370415817,1.75746813252579,"Down",0.609737792856149
"223","GOBP_RNA_METHYLATION",0.0215868777829098,0,"UP",0.198931381414815
"224","GOBP_RNA_METHYLATION",0.623608800587903,0.647516181587967,"Down",1
"225","GOBP_PSEUDOURIDINE_SYNTHESIS",0.615813604058349,0,"UP",1
"226","GOBP_PSEUDOURIDINE_SYNTHESIS",0.263194523649903,2.20720132902009,"Down",0.85642642559441
"227","GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",0.770915808628088,0.579463057150004,"UP",1
"228","GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",1,0.893601970550541,"Down",1
"229","GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",0.0455958732915729,2.55313960874999,"UP",0.325826510686377
"230","GOBP_OVARIAN_FOLLICLE_DEVELOPMENT",1,0.734460745452554,"Down",1
"231","GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",0.0583198481874555,7.3601816762629,"UP",0.370821738428261
"232","GOBP_OVULATION_FROM_OVARIAN_FOLLICLE",1,0,"Down",1
"233","GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",1,0,"UP",1
"234","GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH",1,0,"Down",1
