"","setname","pvalue","estimate","exp","BH"
"67","HALLMARK_OXIDATIVE_PHOSPHORYLATION",0.000484149835730027,0.146290437615193,"UP",0.00242074917865013
"68","HALLMARK_OXIDATIVE_PHOSPHORYLATION",1.78185286496641e-05,2.66876327183121,"Down",0.000118790190997761
"69","HALLMARK_GLYCOLYSIS",0.251193247306624,0.641123311939614,"UP",0.398719440169244
"70","HALLMARK_GLYCOLYSIS",0.000254718972708769,2.32340260221015,"Down",0.00141510540393761
"71","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.765695263818405,0.647870663962504,"UP",0.880109498641845
"72","HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.53799182811393,1.37959328689681,"Down",0.690887905503618
"73","HALLMARK_P53_PATHWAY",0.267513408745268,0.66898296280695,"UP",0.417989701164481
"74","HALLMARK_P53_PATHWAY",0.1646651467732,0.597773651794169,"Down",0.302844663974089
"75","HALLMARK_UV_RESPONSE_UP",0.429663333267101,0.697624193052144,"UP",0.572884444356135
"76","HALLMARK_UV_RESPONSE_UP",0.0572884178237337,0.424469197563526,"Down",0.130200949599395
"77","HALLMARK_UV_RESPONSE_DN",2.55635781058208e-11,4.37326375924936,"UP",6.3908945264552e-10
"78","HALLMARK_UV_RESPONSE_DN",0.428802620428309,0.703270037038672,"Down",0.572884444356135
"79","HALLMARK_ANGIOGENESIS",4.78410690932889e-09,10.4737988025782,"UP",9.56821381865778e-08
"80","HALLMARK_ANGIOGENESIS",0.107277246805681,0,"Down",0.210347542756237
"81","HALLMARK_HEME_METABOLISM",0.75824148113068,0.840000465025935,"UP",0.880109498641845
"82","HALLMARK_HEME_METABOLISM",1,0.93214042354538,"Down",1
"83","HALLMARK_COAGULATION",9.18902251913078e-13,5.75254502970758,"UP",3.06300750637693e-11
"84","HALLMARK_COAGULATION",0.355071115357861,0.590732279496687,"Down",0.50724445051123
"85","HALLMARK_IL2_STAT5_SIGNALING",0.00176642023066063,2.04569858184031,"UP",0.00736008429441929
"86","HALLMARK_IL2_STAT5_SIGNALING",0.324077137240459,0.694772998398733,"Down",0.476584025353616
"87","HALLMARK_BILE_ACID_METABOLISM",0.211853542544662,0.445316871318171,"UP",0.353089237574437
"88","HALLMARK_BILE_ACID_METABOLISM",0.0343223162498906,2.04780372076988,"Down",0.0880059391022836
"89","HALLMARK_PEROXISOME",0.0641337525139581,0.284951578721995,"UP",0.1394212011173
"90","HALLMARK_PEROXISOME",0.153315845334993,1.60377530851689,"Down",0.289275179877345
"91","HALLMARK_ALLOGRAFT_REJECTION",0.000985065696836368,2.18267368423669,"UP",0.00469078903255413
"92","HALLMARK_ALLOGRAFT_REJECTION",0.00169197702514368,0.218169775825122,"Down",0.00735642184845078
"93","HALLMARK_SPERMATOGENESIS",0.281773860585056,0.477816803390046,"UP",0.427395247615603
"94","HALLMARK_SPERMATOGENESIS",0.196243244684118,1.58013457431217,"Down",0.338350421869169
"95","HALLMARK_KRAS_SIGNALING_UP",3.95023561206357e-08,3.09312966317557,"UP",5.64319373151939e-07
"96","HALLMARK_KRAS_SIGNALING_UP",0.408769058630093,0.72761990164452,"Down",0.559957614561771
"97","HALLMARK_KRAS_SIGNALING_DN",1,0.886274233720553,"UP",1
"98","HALLMARK_KRAS_SIGNALING_DN",0.851936933074297,1.02579031322955,"Down",0.92601840551554
"99","HALLMARK_PANCREAS_BETA_CELLS",0.0674310815416985,2.94761621400873,"UP",0.14298587022221
"100","HALLMARK_PANCREAS_BETA_CELLS",0.398271647200731,0,"Down",0.559957614561771
